,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150,C151,C152,C153,C154,C155,C156,C157,C158,C159,C160,C161,C162,C163,C164,C165,C166,C167,C168,C169,C170,C171,C172,C173,C174,C175,C176,C177,C178,C179,C180,C181,C182,C183,C184,C185,C186,C187,C188,C189,C190,C191,C192,C193,C194,C195,C196,C197,C198,C199,C200,C201,C202,C203,C204,C205,C206,C207,C208,C209,C210,C211,C212,C213,C214,C215,C216,C217,C218,C219,C220,C221,C222,C223,C224,C225,C226,C227,C228,C229,C230,C231,C232,C233,C234,C235,C236,C237,C238,C239,C240,C241,C242,C243,C244,C245,C246,C247,C248,C249,C250,C251,C252,C253,C254
Y860_1,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.040716588,0.066713477,0.045583586,0.00637458,0.012582969,0.01030379,0.007514169,0.011846984,0.037274078,0.073004961,0.10030763,0.112653184,0.092354244,0.131765052,0.016619016,0.010897326,0.039173394,0.006303355,0.024097573,0.004534617,0.00376302,0.013176505,0.023978865,0.033119324,0.040954003,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165,0.000150165
Y860_2,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.00573947,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.00179124,0.037043966,0.071555814,0.000118634,0.008224698,0.020913429,0.014348676,0.000118634,0.016787013,0.041826858,0.056832009,0.047922701,0.034511847,0.033855372,0.084497756,0.000118634,0.000118634,0.050548602,0.000118634,0.017443488,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.008468532,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.010034695,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.004023256,0.0040045,0.000118634,0.002832222,0.008262211,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.002063208,0.000118634,0.000118634,0.000118634,0.010784952,0.000118634,0.000118634,0.032448639,0.000118634,0.000118634,0.069867734,0.034605629,0.087780133,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.007324389,0.000118634,0.000118634,0.000118634,0.000118634,0.014442458,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.027103054,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.009228168,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.063865674,0.007840191,0.004051391,0.011066299,0.010316041,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634,0.000118634
Y860_3,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.026352788,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.070640112,0.000115751,0.008088842,0.007384271,0.007219566,0.000115751,0.016653498,0.041176231,0.039620685,0.039712187,0.021045629,0.034679537,0.086378583,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.003111093,0.000115751,0.000115751,0.01839205,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.010980328,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.005636569,0.000115751,0.005041801,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.002589527,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.001775153,0.002799984,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.036418089,0.000115751,0.077319812,0.079790386,0.000115751,0.112548365,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.008948968,0.026901804,0.025986777,0.000115751,0.000115751,0.000115751,0.01473194,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.091502736,0.000115751,0.000115751,0.000115751,0.000115751,0.004794743,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.007475774,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.016287487,0.000115751,0.005096702,0.00503265,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.012535875,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751,0.000115751
Y860_4,0.009412762,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.082946715,0.000164463,0.000164463,0.031852578,0.000164463,0.000164463,0.00963378,0.001820147,0.000164463,0.000164463,0.000164463,0.078006315,0.067345452,0.054214389,0.085156893,0.000164463,0.000164463,0.000164463,0.000164463,0.135210945,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.052784273,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.014561179,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.030812494,0.000164463,0.000164463,0.000164463,0.01149293,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.01989161,0.000164463,0.000164463,0.000164463,0.033542715,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.11648943,0.002665216,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.005954482,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.020931694,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.056164547,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.010816876,0.007124577,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.015211231,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.008294671,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463,0.000164463
Y860_5,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.031625395,0.085002193,0.000181023,0.01068967,0.022323808,0.017601464,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.016742856,0.026473747,0.000181023,0.000181023,0.025615139,0.005580952,0.000181023,0.000181023,0.01283619,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.020892795,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.24327227,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.011018803,0.030194382,0.018030768,0.000181023,0.020463491,0.027046152,0.095734793,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.129220506,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.050514771,0.007741782,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.004708034,0.000181023,0.000181023,0.000181023,0.004493382,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.010947252,0.014739438,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.003548913,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.011848791,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023,0.000181023
Y860_6,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.120254706,0.00023881,0.014271987,0.03190431,0.023031514,0.00023881,0.00023881,0.057201218,0.00023881,0.038322928,0.062864705,0.076457074,0.00023881,0.033037007,0.00023881,0.00023881,0.00023881,0.076834639,0.00023881,0.00023881,0.00023881,0.039266843,0.00023881,0.083253258,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.02152125,0.00023881,0.00023881,0.048705988,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.013384707,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.008212056,0.00023881,0.017009339,0.00023881,0.00023881,0.00023881,0.00023881,0.003549118,0.011931079,0.007891125,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.018123158,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.049461119,0.00023881,0.00023881,0.022087599,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.020766119,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.012289767,0.00485172,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.016178694,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.013365829,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881,0.00023881
Y860_7,9.79E-05,9.79E-05,9.79E-05,0.016866277,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,0.042165692,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,0.01013524,9.79E-05,9.79E-05,9.79E-05,9.79E-05,0.006676879,0.018955219,0.013229969,9.79E-05,0.007620772,0.041314641,0.023984155,9.79E-05,0.061120911,9.79E-05,0.024138891,9.79E-05,9.79E-05,0.079689289,9.79E-05,0.018568378,9.79E-05,9.79E-05,9.79E-05,0.019496797,9.79E-05,0.038452016,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,0.002645994,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,0.002932256,0.00557825,9.79E-05,9.79E-05,9.79E-05,9.79E-05,0.02112153,9.79E-05,9.79E-05,0.045724631,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,0.003450624,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,0.028471513,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,0.126883917,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,0.028703618,9.79E-05,9.79E-05,0.011063659,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,0.104447127,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,0.009593662,0.006916721,0.0294773,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,0.007713614,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,0.005485408,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,0.041005168,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,0.070559837,9.79E-05,9.79E-05,9.79E-05,9.79E-05,0.004278464,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05,9.79E-05
Y860_8,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.015467248,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.009144559,0.000268396,0.000268396,0.000268396,0.003797856,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.04519237,0.000268396,0.000268396,0.015530899,0.082534422,0.000268396,0.000268396,0.000268396,0.000268396,0.036917711,0.000268396,0.093991643,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.01073584,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.005070881,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.005537657,0.012772679,0.000268396,0.11011662,0.092718618,0.000268396,0.000268396,0.023763124,0.090809081,0.000268396,0.000268396,0.000268396,0.002970391,0.000268396,0.000268396,0.000268396,0.018777111,0.000268396,0.000268396,0.000268396,0.062802542,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.008699001,0.077866666,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.085292642,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.020686648,0.004391935,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.002949173,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396,0.000268396
